frequency, decay constant, Q, amplitude, phase, error
-2.02918e+14, 4.685872e+12, 136.044, 7.11566e-07, 2.03, 2.390159e-04
-1.81582e+14, -4.402055e+12, -129.589, 2.98382e-08, -2.14018, 7.037537e-04
1.95563e+14, 1.675681e+13, 36.6644, 1.82681e-06, 0.439444, 3.986116e-04
2.08469e+14, 4.882968e+12, 134.124, 2.28147e-06, 0.117695, 5.288318e-04
2.11568e+14, 5.568305e+11, 1193.65, 1.99723e-06, -0.0617975, 4.426632e-05
3.00982e+14, 2.169384e+13, 43.5868, 1.75837e-06, -2.82557, 5.610963e-04
3.09434e+14, 9.428237e+12, 103.107, 1.32509e-06, -2.2176, 5.350803e-05
3.13826e+14, 1.236320e+12, 797.458, 1.59519e-06, -2.48823, 5.101358e-06
