Node	Nx  	Ny  	Nz  	dx  		dy  		dz  		tsteps  	Time				Method	VM/Node(GB) 	RM/Node(GB) 

 1		0256	0256	0256	2.24e-09	2.24e-09	2.24e-09	150001		5:37:46.435211		  SHPF		12.980			00.430
 1		0256	0256	0256	2.24e-09	2.24e-09	2.24e-09	150001		5:37:48.095662		  SHPF		12.978			00.430
 1		0256	0256	0256	2.24e-09	2.24e-09	2.24e-09	150001		5:37:46.953017		  SHPF		12.978			00.430
 1		0256	0256	0256	2.24e-09	2.24e-09	2.24e-09	150001		5:37:57.774919		  SHPF		12.982			00.429
 1		0256	0256	0256	2.24e-09	2.24e-09	2.24e-09	150001		5:37:48.333617		  SHPF		12.978			00.430
 1		0256	0256	0256	2.24e-09	2.24e-09	2.24e-09	150001		5:37:47.499801		  SHPF		12.978			00.430
 1		0256	0256	0256	2.24e-09	2.24e-09	2.24e-09	150001		5:37:47.244011		  SHPF		12.980			00.430
 1		0256	0256	0256	2.24e-09	2.24e-09	2.24e-09	150001		5:37:58.309923		  SHPF		12.982			00.431
 1		0256	0256	0256	2.24e-09	2.24e-09	2.24e-09	150001		5:37:48.345046		  SHPF		12.978			00.429
 1		0256	0256	0256	2.24e-09	2.24e-09	2.24e-09	150001		5:37:51.639318		  SHPF		12.978			00.430
 1		0256	0256	0256	2.24e-09	2.24e-09	2.24e-09	150001		5:37:48.996148		  SHPF		12.980			00.430
 1		0256	0256	0256	2.24e-09	2.24e-09	2.24e-09	150001		5:37:57.436209		  SHPF		12.982			00.430
