Node	Nx  	Ny  	Nz  	dx  		dy  		dz  		tsteps  	Time				Method	VM/Node(GB) 	RM/Node(GB) 

 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:38:46.431732		  SHPF		07.576			00.431
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:38:47.458369		  SHPF		07.572			00.429
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:38:47.346120		  SHPF		07.572			00.429
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:38:48.854742		  SHPF		07.573			00.430
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:38:43.873339		  SHPF		07.575			00.430
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:38:45.826189		  SHPF		07.572			00.430
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:38:45.805359		  SHPF		07.572			00.430
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:38:47.550291		  SHPF		07.573			00.430
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:38:44.227769		  SHPF		07.575			00.431
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:38:47.059763		  SHPF		07.572			00.429
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:38:47.879673		  SHPF		07.573			00.430
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:38:49.851763		  SHPF		07.572			00.430
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:38:44.277248		  SHPF		07.575			00.430
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:38:46.919772		  SHPF		07.572			00.429
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:38:46.245186		  SHPF		07.573			00.430
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:38:47.983037		  SHPF		07.572			00.429
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:22.979568		  FDTD		07.221			00.264
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:22.424035		  FDTD		07.219			00.264
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:21.570685		  FDTD		07.218			00.264
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:25.842334		  FDTD		07.218			00.264
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:20.245019		  FDTD		07.221			00.264
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:23.118223		  FDTD		07.218			00.264
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:27.577995		  FDTD		07.218			00.264
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:31.370827		  FDTD		07.219			00.264
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:22.986963		  FDTD		07.221			00.264
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:18.562129		  FDTD		07.219			00.264
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:20.395789		  FDTD		07.218			00.264
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:24.257668		  FDTD		07.218			00.264
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:20.025140		  FDTD		07.221			00.264
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:18.822199		  FDTD		07.218			00.264
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:22.775711		  FDTD		07.218			00.264
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:29.223502		  FDTD		07.219			00.264
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:22.587453		  FDTD		07.221			00.264
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:24.159868		  FDTD		07.218			00.263
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:27.827861		  FDTD		07.218			00.264
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:27.113545		  FDTD		07.219			00.264
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:23.111004		  FDTD		07.221			00.264
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:22.624440		  FDTD		07.218			00.264
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:22.321222		  FDTD		07.218			00.264
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:23.625474		  FDTD		07.219			00.264
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:27.550008		  FDTD		07.221			00.264
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:22.766429		  FDTD		07.219			00.264
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:23.603028		  FDTD		07.218			00.264
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:28.581191		  FDTD		07.218			00.264
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:21.265279		  FDTD		07.221			00.264
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:21.852549		  FDTD		07.218			00.264
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:29.181711		  FDTD		07.219			00.264
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:28.949647		  FDTD		07.218			00.263
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:24.889822		  FDTD		07.221			00.263
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:18.019445		  FDTD		07.218			00.263
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:21.509825		  FDTD		07.219			00.264
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:21.979996		  FDTD		07.218			00.264
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:19.355379		  FDTD		07.221			00.264
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:24.216412		  FDTD		07.218			00.264
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:22.410649		  FDTD		07.219			00.264
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:23.893090		  FDTD		07.218			00.264
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:23.378401		  FDTD		07.221			00.264
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:21.829340		  FDTD		07.219			00.264
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:27.006779		  FDTD		07.218			00.264
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:21.642138		  FDTD		07.218			00.264
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:24.056716		  FDTD		07.221			00.265
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:19.453826		  FDTD		07.218			00.264
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:22.115790		  FDTD		07.218			00.264
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:26.070068		  FDTD		07.219			00.264
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:24.698445		  FDTD		07.221			00.264
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:16.580424		  FDTD		07.218			00.264
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:21.875627		  FDTD		07.219			00.264
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:28.806833		  FDTD		07.218			00.264
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:26.939670		  FDTD		07.221			00.264
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:26.259302		  FDTD		07.218			00.263
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:21.588087		  FDTD		07.219			00.264
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:23.519565		  FDTD		07.218			00.264
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:21.975473		  FDTD		07.221			00.264
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:20.494223		  FDTD		07.218			00.264
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:19.458217		  FDTD		07.219			00.264
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:22.251173		  FDTD		07.218			00.264
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:25.100424		  FDTD		07.221			00.265
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:28.786432		  FDTD		07.218			00.264
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:24.261589		  FDTD		07.219			00.264
 1		0128	0128	0128	4.72e-09	1.23e-08	1.23e-08	130001		0:25:24.499884		  FDTD		07.218			00.264
