Node	Nx  	Ny  	Nz  	dx  		dy  		dz  		tsteps  	Time				Method	VM/Node(GB) 	RM/Node(GB) 

 1		0256	0256	0256	2.35e-09	3.06e-09	3.06e-09	200001		4:43:39.557033		  FDTD		11.565			00.264
 1		0256	0256	0256	2.35e-09	3.06e-09	3.06e-09	200001		4:43:38.010332		  FDTD		11.563			00.264
 1		0256	0256	0256	2.35e-09	3.06e-09	3.06e-09	200001		4:43:36.137450		  FDTD		11.562			00.264
 1		0256	0256	0256	2.35e-09	3.06e-09	3.06e-09	200001		4:43:33.477156		  FDTD		11.562			00.264
 1		0256	0256	0256	2.35e-09	3.06e-09	3.06e-09	200001		4:43:36.823055		  FDTD		11.563			00.264
 1		0256	0256	0256	2.35e-09	3.06e-09	3.06e-09	200001		4:43:41.031784		  FDTD		11.565			00.263
 1		0256	0256	0256	2.35e-09	3.06e-09	3.06e-09	200001		4:43:35.905692		  FDTD		11.562			00.264
 1		0256	0256	0256	2.35e-09	3.06e-09	3.06e-09	200001		4:43:34.290009		  FDTD		11.562			00.264
 1		0256	0256	0256	2.35e-09	3.06e-09	3.06e-09	200001		4:43:36.824787		  FDTD		11.563			00.264
 1		0256	0256	0256	2.35e-09	3.06e-09	3.06e-09	200001		4:43:38.749163		  FDTD		11.565			00.264
 1		0256	0256	0256	2.35e-09	3.06e-09	3.06e-09	200001		4:43:35.930591		  FDTD		11.562			00.263
 1		0256	0256	0256	2.35e-09	3.06e-09	3.06e-09	200001		4:43:34.826997		  FDTD		11.562			00.264
 1		0256	0256	0256	2.35e-09	3.06e-09	3.06e-09	200001		4:43:37.485961		  FDTD		11.563			00.264
 1		0256	0256	0256	2.35e-09	3.06e-09	3.06e-09	200001		4:43:38.727705		  FDTD		11.565			00.264
 1		0256	0256	0256	2.35e-09	3.06e-09	3.06e-09	200001		4:43:33.576004		  FDTD		11.562			00.264
 1		0256	0256	0256	2.35e-09	3.06e-09	3.06e-09	200001		4:43:37.779577		  FDTD		11.562			00.263
 1		0256	0256	0256	2.35e-09	3.06e-09	3.06e-09	200001		4:43:37.246449		  FDTD		11.563			00.264
 1		0256	0256	0256	2.35e-09	3.06e-09	3.06e-09	200001		4:43:38.850723		  FDTD		11.565			00.264
 1		0256	0256	0256	2.35e-09	3.06e-09	3.06e-09	200001		4:43:36.041048		  FDTD		11.562			00.264
 1		0256	0256	0256	2.35e-09	3.06e-09	3.06e-09	200001		4:43:38.125570		  FDTD		11.562			00.264
 1		0256	0256	0256	2.35e-09	3.06e-09	3.06e-09	200001		4:43:38.809992		  FDTD		11.563			00.264
 1		0256	0256	0256	2.35e-09	3.06e-09	3.06e-09	200001		4:43:40.387759		  FDTD		11.565			00.264
 1		0256	0256	0256	2.35e-09	3.06e-09	3.06e-09	200001		4:43:35.097707		  FDTD		11.562			00.264
 1		0256	0256	0256	2.35e-09	3.06e-09	3.06e-09	200001		4:43:38.972215		  FDTD		11.562			00.264
