Node	Nx  	Ny  	Nz  	dx  		dy  		dz  		tsteps  	Time				Method	VM/Node(GB) 	RM/Node(GB) 

 1		0004	0256	0256	2.24e-09	2.24e-09	2.24e-09	000101		0:00:01.516431		  FDTD		06.655			00.264
 1		0004	0256	0256	2.24e-09	2.24e-09	2.24e-09	000101		0:00:01.548286		  FDTD		06.655			00.264
 1		0004	0256	0256	2.24e-09	2.24e-09	2.24e-09	000101		0:00:01.508655		  FDTD		06.655			00.263
 1		0004	0256	0256	2.24e-09	2.24e-09	2.24e-09	000101		0:00:01.518677		  FDTD		06.655			00.264
 1		0004	0256	0256	2.24e-09	2.24e-09	2.24e-09	000101		0:00:01.517780		  FDTD		06.655			00.264
 1		0004	0256	0256	2.24e-09	2.24e-09	2.24e-09	000101		0:00:01.508672		  FDTD		06.655			00.264
 1		0004	0256	0256	2.24e-09	2.24e-09	2.24e-09	200001		0:10:12.435992		  FDTD		06.721			00.264
 1		0004	0256	0256	2.24e-09	2.24e-09	2.24e-09	200001		0:10:10.738725		  FDTD		06.719			00.264
 1		0004	0256	0256	2.24e-09	2.24e-09	2.24e-09	200001		0:10:23.026518		  FDTD		06.718			00.264
 1		0004	0256	0256	2.24e-09	2.24e-09	2.24e-09	200001		0:10:27.239845		  FDTD		06.718			00.263
 1		0004	0256	0256	2.24e-09	2.24e-09	2.24e-09	200001		0:10:19.443105		  FDTD		06.719			00.263
 1		0004	0256	0256	2.24e-09	2.24e-09	2.24e-09	200001		0:10:28.962642		  FDTD		06.721			00.264
 1		0004	0256	0256	2.24e-09	2.24e-09	2.24e-09	200001		0:10:15.977959		  FDTD		06.718			00.264
 1		0004	0256	0256	2.24e-09	2.24e-09	2.24e-09	200001		0:10:14.373293		  FDTD		06.718			00.264
 1		0004	0256	0256	2.24e-09	2.24e-09	2.24e-09	200001		0:10:19.313044		  FDTD		06.719			00.264
 1		0004	0256	0256	2.24e-09	2.24e-09	2.24e-09	200001		0:10:13.225079		  FDTD		06.718			00.263
 1		0004	0256	0256	2.24e-09	2.24e-09	2.24e-09	200001		0:10:30.589002		  FDTD		06.721			00.264
 1		0004	0256	0256	2.24e-09	2.24e-09	2.24e-09	200001		0:10:26.086883		  FDTD		06.718			00.264
 1		0004	0256	0256	2.24e-09	2.24e-09	2.24e-09	200001		0:10:16.257297		  FDTD		06.719			00.264
 1		0004	0256	0256	2.24e-09	2.24e-09	2.24e-09	200001		0:10:14.691842		  FDTD		06.718			00.264
 1		0004	0256	0256	2.24e-09	2.24e-09	2.24e-09	200001		0:10:21.066733		  FDTD		06.721			00.264
 1		0004	0256	0256	2.24e-09	2.24e-09	2.24e-09	200001		0:10:25.478122		  FDTD		06.718			00.264
