Node	Nx  	Ny  	Nz  	dx  		dy  		dz  		tsteps  	Time				Method	VM/Node(GB) 	RM/Node(GB) 

 1		0128	0128	0128	4.72e-09	4.72e-09	4.72e-09	005001		0:02:49.672599		  FDTD		07.983			00.407
 1		0128	0128	0128	4.72e-09	4.72e-09	4.72e-09	005001		0:02:49.703058		  FDTD		07.973			00.398
 1		0128	0128	0128	4.72e-09	4.72e-09	4.72e-09	003001		0:01:56.960970		  FDTD		07.958			00.383
 1		0128	0128	0128	4.72e-09	4.72e-09	4.72e-09	003001		0:01:57.012869		  FDTD		08.005			00.430
 1		0128	0128	0128	4.72e-09	4.72e-09	4.72e-09	000001		0:00:03.538308		  FDTD		08.054			00.426
 1		0128	0128	0128	4.72e-09	4.72e-09	4.72e-09	003001		0:01:57.771659		  FDTD		08.067			00.439
 1		0128	0128	0128	4.72e-09	4.72e-09	4.72e-09	003001		0:01:57.630367		  FDTD		08.067			00.438
 1		0128	0128	0128	4.72e-09	4.72e-09	4.72e-09	003001		0:02:00.658616		  FDTD		08.072			00.379
 1		0128	0128	0128	4.72e-09	4.72e-09	4.72e-09	003001		0:01:59.756480		  FDTD		08.139			00.449
 2		0128	0128	0128	4.72e-09	4.72e-09	4.72e-09	003001		0:01:57.301008		  FDTD		07.379			00.405
 2		0128	0128	0128	4.72e-09	4.72e-09	4.72e-09	003001		0:02:01.602372		  FDTD		07.390			00.418
 2		0128	0128	0128	4.72e-09	4.72e-09	4.72e-09	003001		0:01:57.707361		  FDTD		07.396			00.423
 2		0128	0128	0128	4.72e-09	4.72e-09	4.72e-09	000001		0:00:05.673466		  FDTD		07.375			00.403
 2		0128	0128	0128	4.72e-09	4.72e-09	4.72e-09	000001		0:00:04.901535		  FDTD		07.375			00.403
 2		0128	0128	0128	4.72e-09	4.72e-09	4.72e-09	003001		0:01:57.158888		  FDTD		07.389			00.417
 2		0128	0128	0128	4.72e-09	4.72e-09	4.72e-09	003001		0:02:00.962538		  FDTD		07.392			00.419
 1		0128	0128	0128	4.72e-09	4.72e-09	4.72e-09	040001		0:17:04.645856		  FDTD		08.305			00.301
 1		0128	0128	0128	4.72e-09	4.72e-09	4.72e-09	100001		0:44:23.213616		  FDTD		08.310			00.306
