Node	Nx  	Ny  	Nz  	dx  		dy  		dz  		tsteps  	Time				Method	VM/Node(GB) 	RM/Node(GB) 

 1		0256	0256	0256	2.35e-09	3.06e-09	3.06e-09	200001		4:43:39.815854		  FDTD		11.565			00.263
 1		0256	0256	0256	2.35e-09	3.06e-09	3.06e-09	200001		4:43:34.797643		  FDTD		11.563			00.264
 1		0256	0256	0256	2.35e-09	3.06e-09	3.06e-09	200001		4:43:37.540916		  FDTD		11.562			00.264
 1		0256	0256	0256	2.35e-09	3.06e-09	3.06e-09	200001		4:43:35.878665		  FDTD		11.562			00.264
 1		0256	0256	0256	2.35e-09	3.06e-09	3.06e-09	200001		4:43:40.394579		  FDTD		11.565			00.264
 1		0256	0256	0256	2.35e-09	3.06e-09	3.06e-09	200001		4:43:37.290503		  FDTD		11.563			00.264
 1		0256	0256	0256	2.35e-09	3.06e-09	3.06e-09	200001		4:43:36.232591		  FDTD		11.562			00.264
 1		0256	0256	0256	2.35e-09	3.06e-09	3.06e-09	200001		4:43:35.181237		  FDTD		11.562			00.264
 1		0256	0256	0256	2.35e-09	3.06e-09	3.06e-09	200001		4:43:39.908251		  FDTD		11.565			00.263
 1		0256	0256	0256	2.35e-09	3.06e-09	3.06e-09	200001		4:43:37.077025		  FDTD		11.563			00.264
 1		0256	0256	0256	2.35e-09	3.06e-09	3.06e-09	200001		4:43:35.497872		  FDTD		11.562			00.264
 1		0256	0256	0256	2.35e-09	3.06e-09	3.06e-09	200001		4:43:35.177547		  FDTD		11.562			00.264
 1		0256	0256	0256	2.35e-09	3.06e-09	3.06e-09	200001		4:43:41.859150		  FDTD		11.565			00.264
 1		0256	0256	0256	2.35e-09	3.06e-09	3.06e-09	200001		4:43:38.586042		  FDTD		11.563			00.263
 1		0256	0256	0256	2.35e-09	3.06e-09	3.06e-09	200001		4:43:37.798292		  FDTD		11.562			00.264
 1		0256	0256	0256	2.35e-09	3.06e-09	3.06e-09	200001		4:43:32.619104		  FDTD		11.562			00.264
